"pair_id","Description","Direction","Origin","Destination","Distance"
10386,"I-90 WB after on-ramps (Rte 30) TO I-90 WB after on-ramps (Rte 9)","WB","I-90 WB after on-ramps  (Rte 30)","I-90 WB after on-ramps (Rte 9)",5.3
10387,"I-90 WB after on-ramps (Rte 9) TO I-495 SB before Rte. 9 (u1781)","NWB","I-90 WB after on-ramps (Rte 9)","I-495 SB before Rte. 9 (u1781)",7.3
10388,"I-90 WB after on-ramps (Rte 9) TO I-495 NB before I-90 (u1763)","SWB","I-90 WB after on-ramps (Rte 9)","I-495 NB before I-90 (u1763)",5.7
10389,"I-90 WB after on-ramps (Rte 9) TO I-90 WB before on-ramps (I-495) (u1766)","WB","I-90 WB after on-ramps (Rte 9)","I-90 WB before on-ramps (I-495) (u1766)",5.5
10496,"90WB-MM135.4 to 90EB-MM131.6","WB","I-90 WB in boat section","I-90 EB after on-ramps (Beacon Park)",4
10497,"90WB-MM127.7 to 90EB-MM122.5","WB","I-90 WB after on-ramp (Newton Corner)","I-90 EB before on-ramps (I-95)",5.2
10498,"90EB-MM126.2 to 90WB-MM127.7","EB","I-90 EB after on-ramps (Newton Corner)","I-90 WB after on-ramp (Newton Corner)",1.4
10499,"90EB-MM126.2 to 90WB-MM130.3","EB","I-90 EB after on-ramps (Newton Corner)","I-90 WB after on-ramps (Beacon Park)",4
10525,"0C to 95NB-MM015.3","NB","I-93 NB after Columbia Rd. in Boston (u489) <0C>","93 NB Viaduct before Ramp",0.7
10594,"6WB-MM072.6 to 6WB-MM059.2","W","6WB-MM072.6 ","6WB-MM059.2",13.3
10595,"6WB-MM059.2 to 6WB-MM055.9","W","6WB-MM059.2 ","6WB-MM055.9",3.4
10596,"6WB-MM055.9 to 6WB-MM055.2","W","6WB-MM055.9 ","6WB-MM055.2",0.6
10597,"6WB-MM055.2 to 3NB-MM000.4","NW","6WB-MM055.2 ","3NB-MM000.4",1
10598,"3SB-MM000.4 to 6WB-MM055.2","SE","3SB-MM000.4 ","6WB-MM055.2",1
10599,"6WB-MM055.2 to 6WB-MM055.9","E","6WB-MM055.2 ","6WB-MM055.9",0.6
